ref,id,name,street,region,source,status,reason,link
c:10000012,10000012,Thicket Around the Beach II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10000012
c:10000013,10000013,Thicket Around the Beach III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10000013
c:10000020,10000020,3-Way Road-Split,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10000020
c:10000021,10000021,The Pig Beach,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10000021
c:10000022,10000022,Beach Hunting Ground,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10000022
c:10001000,10001000,Henesys,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001000
c:10001001,10001001,Henesys Townstreet,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001001
c:10001002,10001002,An Empty House,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001002
c:10001003,10001003,Pig Park,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001003
c:10001004,10001004,Pig Park II,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001004
c:10001005,10001005,Someone Else's House,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001005
c:10001006,10001006,"The Resting Spot, Pig Park",Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001006
c:10001007,10001007,Henesys Town Hall,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001007
c:10001010,10001010,Henesys Hunting Ground I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001010
c:10001011,10001011,Henesys Hunting Ground II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001011
c:10001012,10001012,Henesys Hunting Ground III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001012
c:10001020,10001020,A Hill West of Henesys ,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001020
c:10001021,10001021,Mushroom Garden,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001021
c:10001030,10001030,Forest West of Henesys,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001030
c:10001040,10001040,Henesys Market,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001040
c:10001041,10001041,Henesys Weapon Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001041
c:10001042,10001042,Henesys Department Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001042
c:10001043,10001043,Henesys Plastic Surgery,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001043
c:10001044,10001044,Henesys Hair Salon,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001044
c:10001045,10001045,Henesys Skin-Care,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001045
c:10001050,10001050,Henesys Park,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001050
c:10001051,10001051,Bowman Instructional School,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001051
c:10001052,10001052,Pet-Walking Road,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001052
c:10001060,10001060,The Hill East of Henesys,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001060
c:10001070,10001070,The Rain-Forest East of Henesys,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001070
c:10001080,10001080,The Forest East of Henesys,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001080
c:10001081,10001081,The Blue Mushroom Forest,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001081
c:10001082,10001082,Utah's Pig Farm,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001082
c:10001090,10001090,The Road to the Dungeon,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001090
c:10001100,10001100,Henesys Dungeon Entrance,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001100
c:10001101,10001101,The Breathing Rock,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001101
c:10001102,10001102,The Entrance of Golem's Temple,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001102
c:10001103,10001103,Golem's Temple I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001103
c:10001104,10001104,Golem's Temple II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001104
c:10001105,10001105,Golem's Temple III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001105
c:10001106,10001106,Golem's Temple IV,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10001106
c:10002000,10002000,Ellinia,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002000
c:10002001,10002001,Ellinia Weapon Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002001
c:10002002,10002002,Ellinia Department Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002002
c:10002003,10002003,Magic Library,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002003
c:10002004,10002004,Marr's Forest,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002004
c:10002010,10002010,The Field South of Ellinia,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002010
c:10002020,10002020,The Forest of Wisdom,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002020
c:10002021,10002021,Monkey Forest I,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002021
c:10002022,10002022,"Tree Dungeon, Monkey Forest I",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002022
c:10002023,10002023,Monkey Forest II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002023
c:10002024,10002024,"Tree Dungeon, Monkey Forest II",Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002024
c:10002025,10002025,The Forest of Evil I,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002025
c:10002026,10002026,The Forest of Evil II,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002026
c:10002027,10002027,Downstairs at the Forest,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002027
c:10002030,10002030,The Forest South of Ellinia,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002030
c:10002031,10002031,"Dungeon, Southern Forest I",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002031
c:10002032,10002032,"Dungeon, Southern Forest II",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002032
c:10002033,10002033,"Dungeon, Southern Forest III",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002033
c:10002034,10002034,"Dungeon, Southern Forest IV",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002034
c:10002040,10002040,The Forest of Patience <Step 1>,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002040
c:10002041,10002041,The Forest of Patience <Step 2>,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002041
c:10002042,10002042,The Forest of Patience <Step 3>,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002042
c:10002043,10002043,The Forest of Patience <Step 4>,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002043
c:10002044,10002044,The Forest of Patience <Step 5>,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002044
c:10002050,10002050,The Field Up North of Ellinia,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002050
c:10002060,10002060,The Tree That Grew I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002060
c:10002061,10002061,The Tree That Grew II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002061
c:10002062,10002062,The Tree That Grew III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002062
c:10002070,10002070,The Forest North of Ellinia,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002070
c:10002071,10002071,The Tree Tunnel At the Forest Up North,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002071
c:10002072,10002072,"Tree Dungeon, Forest Up North I",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002072
c:10002073,10002073,"Tree Dungeon, Forest Up North II",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002073
c:10002074,10002074,"Tree Dungeon, Forest Up North III",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002074
c:10002075,10002075,"Tree Dungeon, Forest Up North IV",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002075
c:10002076,10002076,"Tree Dungeon, Forest Up North V",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002076
c:10002080,10002080,"Tree Dungeon, Forest Up North VI",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002080
c:10002081,10002081,"Tree Dungeon, Forest Up North VII",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002081
c:10002082,10002082,"Tree Dungeon, Forest Up North VIII",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002082
c:10002083,10002083,"Tree Dungeon, Forest Up North IX",Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002083
c:10002090,10002090,Ellinia Station,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002090
c:10002091,10002091,Before Takeoff <To Orbis>,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10002091
c:10003000,10003000,Kerning City,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003000
c:10003001,10003001,Kerning City Self-Defence Item Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003001
c:10003002,10003002,Kerning City Pharmacy,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003002
c:10003003,10003003,Thieves' Hideout,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003003
c:10003004,10003004,Niora Hospital,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003004
c:10003005,10003005,Kerning City Hair Salon,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003005
c:10003006,10003006,Kerning City Repair Shop,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003006
c:10003007,10003007,Kerning City Civic Center,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003007
c:10003010,10003010,Kerning City Construction Site,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003010
c:10003011,10003011,Caution Falling Down,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003011
c:10003020,10003020,L Forest I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003020
c:10003030,10003030,L Forest II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003030
c:10003040,10003040,L Forest III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003040
c:10003050,10003050,Kerning City Middle Forest I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003050
c:10003051,10003051,Kerning City Middle Forest II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003051
c:10003052,10003052,Kerning City Middle Forest III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003052
c:10003060,10003060,Subway Ticketing Booth,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003060
c:10003061,10003061,Line 1 <Area 1>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003061
c:10003062,10003062,Transfer Area,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003062
c:10003063,10003063,Line 1 <Area 2>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003063
c:10003064,10003064,Line 1 <Area 3>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003064
c:10003065,10003065,Line 1 <Area 4>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003065
c:10003066,10003066,Line 2 <Area 1>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003066
c:10003067,10003067,Line 2 <Area 2>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003067
c:10003068,10003068,Line 2 <Area 3>,Kerning City Subway,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003068
c:10003070,10003070,Sunset Sky,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003070
c:10003080,10003080,Construction Site North of Kerning City,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003080
c:10003081,10003081,Northern Top of Construction Site,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003081
c:10003090,10003090,The Swamp of Despair I,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003090
c:10003091,10003091,The Swamp of Despair II,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003091
c:10003092,10003092,The Swamp of Despair III,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003092
c:10003093,10003093,Dangerous Croko I,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003093
c:10003094,10003094,Dangerous Croko II,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003094
c:10003095,10003095,Monkey Swamp I,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003095
c:10003096,10003096,Monkey Swamp II,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003096
c:10003097,10003097,Monkey Swamp III,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003097
c:10003100,10003100,B1 <Area 1>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003100
c:10003101,10003101,B1 <Area 2>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003101
c:10003102,10003102,B1 <Subway Depot>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003102
c:10003103,10003103,B2 <Area 1>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003103
c:10003104,10003104,B2 <Area 2>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003104
c:10003105,10003105,B2 <Subway Depot>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003105
c:10003106,10003106,B3 <Area 1>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003106
c:10003107,10003107,B3 <Area 2>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003107
c:10003108,10003108,B3 <Area 3>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003108
c:10003109,10003109,B3 <Subway Depot>,Line 3 Construction Site,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10003109
c:10004000,10004000,Perion,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004000
c:10004001,10004001,Perion Weapon Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004001
c:10004002,10004002,Perion Department Store,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004002
c:10004003,10004003,Warriors' Sanctuary,Victoria Road,Victoria Island,current,removed,No usable OSMS full-layout asset,
c:10004010,10004010,West Street Corner of Perion,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004010
c:10004020,10004020,West Rocky Mountain I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004020
c:10004021,10004021,West Rocky Mountain II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004021
c:10004022,10004022,West Rocky Mountain III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004022
c:10004023,10004023,West Rocky Mountain IV,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004023
c:10004030,10004030,West Domain of Perion,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004030
c:10004040,10004040,Perion Street Corner,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004040
c:10004041,10004041,Land of Wild Boar,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004041
c:10004042,10004042,Over the Wall,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004042
c:10004050,10004050,East Rocky Mountain I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004050
c:10004051,10004051,East Rocky Mountain II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004051
c:10004052,10004052,East Rocky Mountain III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004052
c:10004053,10004053,East Rocky Mountain IV,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004053
c:10004054,10004054,East Rocky Mountain V,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004054
c:10004055,10004055,East Rocky Mountain VI,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004055
c:10004056,10004056,East Rocky Mountain VII,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004056
c:10004060,10004060,Rocky Road I,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004060
c:10004070,10004070,Rocky Road II,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004070
c:10004080,10004080,Rocky Road III,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004080
c:10004090,10004090,East Domain of Perion,Victoria Road,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004090
c:10004091,10004091,The Land of Wild Boar II,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004091
c:10004100,10004100,Deep Valley I,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004100
c:10004101,10004101,Dangerous Valley,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004101
c:10004102,10004102,Dangerous Valley II,Hidden Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004102
c:10004110,10004110,Deep Valley II,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004110
c:10004111,10004111,The Burnt Land I,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004111
c:10004112,10004112,The Burnt Land II,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004112
c:10004113,10004113,The Burnt Land III,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004113
c:10004114,10004114,The Burnt Land IV,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004114
c:10004115,10004115,The Burnt Land V,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004115
c:10004120,10004120,Deep Valley III,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004120
c:10004121,10004121,Perion Dungeon Entrance,Warning Street,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10004121
c:10005000,10005000,Sleepywood,Dungeon,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10005000
c:10005001,10005001,Sleepywood Hotel,Dungeon,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10005001
c:10005002,10005002,Regular Sauna,Dungeon,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10005002
c:10005003,10005003,VIP Sauna,Dungeon,Victoria Island,current,kept,Verified OSMS/Classic layout,/?page=maps&view=detail&continent=victoria&map=c%3A10005003
